age,monthly_income,dependents,horizon_years,emergency_fund,drop_reaction,goal_type,experience,monthly_investable,risk_label
56,69746,1,3,no,hold,tax_saving,none,15198,Conservative
54,92851,0,10,no,hold,wealth_creation,none,16268,Moderate
53,64466,2,10,no,hold,child_education,experienced,16508,Moderate
23,52862,0,15,yes,hold,wealth_creation,some,16507,Aggressive
34,85615,2,3,yes,hold,wealth_creation,experienced,16534,Aggressive
59,47056,0,15,no,hold,short_term,none,14269,Conservative
44,49759,1,7,no,buy_more,wealth_creation,some,2518,Aggressive
26,106373,0,15,no,buy_more,wealth_creation,some,34429,Aggressive
26,101708,2,1,no,sell,short_term,none,29144,Conservative
31,48840,4,5,yes,hold,wealth_creation,some,4402,Aggressive
59,39970,0,7,yes,sell,wealth_creation,experienced,10096,Moderate
27,94696,4,7,yes,hold,retirement,some,19343,Moderate
57,70276,0,2,no,sell,child_education,some,23978,Conservative
48,56500,1,7,yes,buy_more,tax_saving,some,7983,Aggressive
57,42410,2,10,yes,hold,child_education,some,9868,Moderate
54,56912,0,5,no,hold,tax_saving,experienced,11772,Aggressive
34,48544,1,7,yes,hold,retirement,some,5647,Aggressive
54,36353,0,3,yes,sell,wealth_creation,some,10691,Moderate
27,51951,2,15,yes,sell,wealth_creation,some,14177,Aggressive
32,55239,1,7,yes,sell,short_term,experienced,11779,Moderate
29,41401,3,7,yes,hold,tax_saving,experienced,13795,Aggressive
26,73623,0,20,no,buy_more,tax_saving,some,24148,Aggressive
24,87550,4,10,no,sell,short_term,none,25862,Conservative
28,75845,0,3,no,buy_more,wealth_creation,experienced,7259,Aggressive
25,43290,2,7,no,sell,child_education,none,13776,Conservative
36,68879,0,20,yes,hold,wealth_creation,none,9763,Aggressive
23,50771,0,1,yes,hold,short_term,some,11221,Moderate
23,28110,0,7,yes,buy_more,retirement,some,9625,Aggressive
60,66351,2,2,no,buy_more,retirement,none,7914,Conservative
24,52352,0,15,yes,hold,short_term,none,5754,Aggressive
23,157486,1,7,no,hold,wealth_creation,some,48124,Moderate
22,94444,4,20,no,sell,child_education,some,5092,Moderate
26,67509,0,10,no,sell,short_term,none,6904,Moderate
42,54837,0,1,yes,buy_more,short_term,none,8126,Moderate
54,52768,0,7,no,hold,wealth_creation,some,14325,Moderate
50,31205,0,15,yes,hold,child_education,none,6058,Aggressive
44,22414,1,3,yes,sell,child_education,none,3765,Conservative
24,33101,2,2,no,sell,wealth_creation,experienced,10778,Conservative
51,47979,0,10,yes,buy_more,tax_saving,some,13279,Aggressive
22,19005,0,7,no,hold,child_education,some,4558,Moderate
46,38370,2,1,no,buy_more,retirement,some,5832,Conservative
37,43851,0,3,no,hold,wealth_creation,some,13491,Moderate
56,44491,1,5,yes,buy_more,child_education,some,5602,Aggressive
33,36396,4,10,yes,sell,wealth_creation,some,12148,Conservative
46,42037,0,5,yes,sell,child_education,some,5386,Conservative
38,106484,1,5,no,sell,wealth_creation,none,31521,Conservative
41,66036,3,10,yes,sell,tax_saving,some,21413,Moderate
58,38096,2,3,no,buy_more,wealth_creation,none,4493,Conservative
49,47536,2,10,no,buy_more,wealth_creation,some,5648,Aggressive
37,48400,2,5,yes,hold,child_education,some,3561,Moderate
38,34697,1,5,no,hold,short_term,experienced,5287,Moderate
49,34679,1,7,yes,hold,child_education,some,6938,Moderate
34,77244,2,10,yes,hold,wealth_creation,some,5854,Aggressive
27,40582,2,20,yes,sell,child_education,some,3810,Aggressive
39,29953,2,3,no,hold,short_term,none,5291,Conservative
23,48078,1,2,no,sell,retirement,experienced,5002,Conservative
27,51694,3,5,yes,buy_more,wealth_creation,none,14580,Aggressive
37,20176,0,7,yes,hold,retirement,some,2960,Aggressive
52,48130,0,3,yes,hold,retirement,experienced,3075,Moderate
52,72445,0,15,yes,buy_more,child_education,some,6980,Aggressive
31,60057,0,10,yes,hold,child_education,some,8538,Aggressive
37,133707,2,5,no,sell,retirement,some,12533,Conservative
27,86077,0,5,no,hold,retirement,some,9870,Aggressive
51,94091,2,1,yes,hold,wealth_creation,some,10536,Moderate
30,172825,1,7,no,hold,child_education,some,30348,Moderate
52,68952,0,7,no,sell,tax_saving,some,14288,Conservative
54,52753,0,15,no,sell,tax_saving,none,12490,Conservative
48,75976,1,7,no,hold,tax_saving,some,24526,Conservative
34,38114,2,2,yes,hold,child_education,none,9773,Conservative
59,51454,1,3,yes,sell,wealth_creation,some,5638,Conservative
48,36626,0,2,yes,buy_more,retirement,none,6766,Moderate
46,58635,0,20,no,hold,tax_saving,some,15764,Moderate
55,36557,0,10,yes,sell,child_education,none,7916,Moderate
56,35985,0,15,yes,hold,short_term,none,3627,Moderate
24,59045,4,15,yes,hold,child_education,some,16901,Aggressive
56,46075,0,2,yes,hold,child_education,some,5021,Moderate
51,20591,0,10,yes,hold,retirement,some,3156,Aggressive
29,25463,3,10,yes,sell,short_term,experienced,6877,Aggressive
33,29252,2,3,no,hold,child_education,none,9969,Conservative
51,32947,1,5,no,hold,retirement,none,10447,Conservative
29,59070,2,10,yes,hold,short_term,some,20139,Aggressive
39,54096,4,15,no,hold,wealth_creation,experienced,9143,Moderate
48,79171,0,2,no,hold,child_education,none,14310,Conservative
47,68786,0,15,yes,sell,retirement,none,6800,Aggressive
57,79408,3,20,no,sell,wealth_creation,experienced,15229,Conservative
25,64458,2,20,yes,sell,short_term,some,18314,Moderate
32,53871,4,1,yes,hold,tax_saving,experienced,3807,Moderate
60,80395,0,3,no,hold,retirement,none,11713,Conservative
43,74141,4,10,yes,hold,retirement,none,24293,Moderate
30,58060,0,5,yes,sell,child_education,some,6082,Moderate
32,86853,2,1,yes,hold,child_education,none,12084,Moderate
34,17058,3,10,yes,sell,short_term,some,5637,Moderate
43,43014,0,1,yes,sell,retirement,none,6600,Conservative
32,42718,0,5,no,buy_more,short_term,some,12784,Moderate
45,82347,1,20,yes,sell,tax_saving,experienced,11209,Moderate
38,99421,3,5,yes,sell,wealth_creation,experienced,12636,Moderate
45,25525,0,15,no,hold,retirement,none,2708,Moderate
27,92505,3,5,yes,sell,retirement,none,6364,Moderate
45,28936,0,5,no,buy_more,retirement,experienced,5052,Moderate
57,29332,1,2,yes,buy_more,tax_saving,some,7744,Moderate
26,44115,0,5,yes,hold,wealth_creation,some,8893,Aggressive
34,42480,3,5,yes,sell,tax_saving,experienced,7315,Moderate
48,24311,0,15,yes,hold,tax_saving,none,2706,Aggressive
45,65673,1,15,no,hold,tax_saving,some,16750,Moderate
47,66551,0,1,no,hold,tax_saving,experienced,8375,Conservative
43,78772,4,2,yes,sell,tax_saving,some,4696,Conservative
48,40333,2,7,yes,sell,retirement,some,13687,Conservative
45,48155,0,5,no,sell,retirement,experienced,16023,Conservative
23,48354,0,3,yes,hold,tax_saving,none,5528,Aggressive
51,104777,1,3,yes,hold,wealth_creation,experienced,12738,Aggressive
38,15000,1,3,no,buy_more,wealth_creation,none,3360,Moderate
23,31868,3,7,yes,sell,wealth_creation,experienced,5679,Aggressive
37,49143,1,1,no,buy_more,retirement,none,15545,Conservative
38,30076,1,10,yes,sell,retirement,none,5355,Moderate
24,43641,2,3,no,sell,short_term,some,3960,Conservative
60,46317,1,5,yes,hold,tax_saving,experienced,9911,Moderate
29,36462,0,7,yes,sell,tax_saving,some,3061,Aggressive
34,50463,0,3,yes,buy_more,retirement,some,9293,Aggressive
38,65034,0,15,no,buy_more,child_education,experienced,14514,Aggressive
54,44076,2,10,yes,sell,wealth_creation,some,14703,Moderate
50,39977,0,15,yes,sell,tax_saving,experienced,5517,Aggressive
51,45497,1,5,no,sell,wealth_creation,none,11138,Conservative
30,48857,0,5,yes,buy_more,wealth_creation,none,2445,Aggressive
54,22400,2,3,yes,sell,short_term,none,6976,Conservative
54,60336,0,7,yes,buy_more,retirement,experienced,8756,Aggressive
39,40016,1,7,no,sell,retirement,none,4891,Conservative
42,86481,0,5,yes,hold,retirement,none,6983,Aggressive
22,63957,0,2,yes,sell,child_education,none,18264,Conservative
51,82994,0,3,no,buy_more,child_education,none,5558,Moderate
59,31102,1,1,no,hold,short_term,some,7320,Conservative
39,41476,2,3,yes,sell,wealth_creation,none,5999,Conservative
42,28026,0,7,no,sell,retirement,experienced,7380,Moderate
40,35691,2,20,yes,hold,child_education,experienced,12125,Aggressive
24,86115,1,2,yes,hold,retirement,some,11406,Aggressive
45,95738,1,1,yes,buy_more,wealth_creation,none,22585,Conservative
49,29241,1,3,no,hold,child_education,experienced,4712,Conservative
58,39885,0,2,no,buy_more,wealth_creation,some,8089,Conservative
58,47368,2,10,yes,sell,child_education,none,3552,Conservative
40,63800,2,1,yes,buy_more,short_term,none,7101,Moderate
59,22205,2,20,yes,buy_more,child_education,none,6401,Aggressive
42,23828,0,15,no,hold,short_term,some,3657,Moderate
46,61103,2,5,no,buy_more,wealth_creation,some,3073,Moderate
45,20392,0,20,no,hold,short_term,experienced,2982,Moderate
60,40092,1,7,no,hold,child_education,some,10059,Conservative
50,52730,0,20,no,sell,short_term,none,18006,Conservative
25,59103,0,3,no,sell,child_education,some,18099,Conservative
23,45992,2,20,no,hold,child_education,some,12742,Aggressive
37,41581,3,3,yes,buy_more,short_term,none,13671,Conservative
41,71686,0,5,no,buy_more,child_education,none,17765,Moderate
47,55733,1,20,yes,hold,wealth_creation,some,11467,Aggressive
40,36638,2,5,yes,buy_more,child_education,some,7762,Aggressive
41,49860,4,3,yes,buy_more,child_education,none,16616,Conservative
57,58245,2,1,yes,buy_more,retirement,some,2949,Conservative
34,106213,0,2,no,sell,tax_saving,some,21741,Conservative
40,69831,0,5,yes,hold,tax_saving,none,19603,Moderate
43,84672,2,5,yes,hold,child_education,some,5201,Aggressive
39,37243,0,7,no,buy_more,retirement,some,11059,Aggressive
59,38720,4,15,no,hold,tax_saving,none,11739,Conservative
59,44094,4,1,yes,buy_more,tax_saving,experienced,9130,Conservative
41,45953,4,15,yes,buy_more,wealth_creation,some,13723,Aggressive
39,31144,0,7,yes,hold,child_education,experienced,2889,Aggressive
44,86653,2,10,no,buy_more,tax_saving,none,28848,Moderate
28,72948,2,10,yes,hold,wealth_creation,some,4716,Aggressive
38,42720,0,15,no,hold,child_education,some,2613,Aggressive
29,65432,0,2,yes,hold,retirement,experienced,13557,Aggressive
26,54192,0,7,no,buy_more,wealth_creation,some,14662,Aggressive
24,67773,1,15,yes,buy_more,wealth_creation,some,17622,Aggressive
44,26770,4,10,yes,buy_more,child_education,some,5757,Aggressive
21,45910,3,2,yes,hold,child_education,none,13088,Moderate
46,47757,0,7,yes,hold,tax_saving,some,11094,Moderate
38,64902,1,10,no,buy_more,wealth_creation,some,19799,Aggressive
35,36945,0,3,no,buy_more,wealth_creation,none,3130,Moderate
51,15915,0,7,yes,buy_more,tax_saving,none,5481,Aggressive
42,30128,0,15,no,hold,tax_saving,none,9466,Conservative
50,47692,2,7,yes,hold,wealth_creation,none,15193,Moderate
49,50450,2,3,no,sell,retirement,none,8025,Conservative
22,104577,3,7,yes,buy_more,child_education,none,34934,Aggressive
29,63718,3,7,yes,hold,tax_saving,some,5890,Aggressive
43,50852,0,5,yes,buy_more,retirement,some,3730,Aggressive
60,48311,2,10,yes,sell,child_education,none,8194,Conservative
27,80570,0,5,no,buy_more,wealth_creation,some,26582,Aggressive
25,37588,1,15,yes,hold,short_term,none,12793,Aggressive
58,46021,1,10,yes,sell,retirement,some,9114,Moderate
59,30026,0,10,no,hold,child_education,experienced,8274,Moderate
27,92828,0,7,yes,hold,retirement,some,19630,Aggressive
37,58490,0,3,yes,buy_more,child_education,some,4915,Aggressive
46,35653,0,10,no,hold,short_term,some,8768,Moderate
28,46559,4,1,yes,hold,retirement,none,4379,Conservative
34,61657,0,7,no,sell,retirement,some,15220,Moderate
36,43790,1,1,no,buy_more,child_education,none,5348,Moderate
46,38541,4,7,yes,buy_more,retirement,some,4971,Moderate
33,36518,1,10,yes,buy_more,retirement,experienced,9220,Aggressive
37,57098,1,5,yes,sell,short_term,some,10819,Moderate
32,41725,4,5,yes,buy_more,retirement,some,12478,Aggressive
51,39966,0,2,no,sell,tax_saving,some,10154,Conservative
27,26870,0,3,no,buy_more,tax_saving,some,3721,Moderate
30,50763,1,5,yes,sell,retirement,some,14372,Moderate
30,45181,1,15,no,sell,wealth_creation,experienced,3135,Moderate
57,42415,2,15,yes,sell,retirement,some,11471,Moderate
58,53607,0,20,no,buy_more,child_education,some,8878,Aggressive
41,68637,2,2,yes,hold,retirement,none,9652,Moderate
27,67218,2,3,no,hold,short_term,some,13900,Moderate
51,62863,4,5,yes,hold,short_term,none,20250,Conservative
40,43989,0,7,yes,buy_more,short_term,none,5587,Aggressive
54,37981,0,10,yes,hold,wealth_creation,some,13286,Aggressive
35,30645,4,10,no,sell,retirement,experienced,6946,Conservative
60,37536,2,5,no,buy_more,tax_saving,some,4715,Conservative
53,49456,0,7,no,hold,short_term,none,12726,Conservative
29,34412,0,20,yes,hold,short_term,none,9312,Aggressive
50,51186,2,3,no,hold,retirement,none,10721,Conservative
32,31746,1,10,yes,hold,short_term,none,2830,Aggressive
34,23214,1,10,no,sell,retirement,none,6837,Moderate
31,70879,3,2,yes,hold,tax_saving,none,20772,Moderate
48,39597,0,20,no,hold,tax_saving,none,11070,Moderate
31,33635,0,15,no,hold,retirement,none,9307,Moderate
46,29964,2,10,yes,sell,child_education,none,4926,Conservative
44,59300,3,2,no,sell,tax_saving,experienced,11730,Conservative
51,91008,0,2,yes,hold,retirement,experienced,22609,Moderate
60,40889,2,10,yes,hold,retirement,experienced,4076,Aggressive
21,44488,0,2,yes,sell,short_term,none,10288,Conservative
60,79398,0,2,yes,hold,child_education,none,6594,Conservative
25,21705,3,5,yes,hold,retirement,some,6605,Aggressive
42,118787,0,1,no,hold,wealth_creation,some,10209,Conservative
34,147243,0,10,no,hold,tax_saving,some,41481,Aggressive
46,15000,2,7,yes,hold,wealth_creation,experienced,1748,Aggressive
49,46916,1,1,no,hold,wealth_creation,some,15412,Conservative
55,35471,1,7,no,hold,wealth_creation,experienced,8775,Moderate
37,43514,2,1,yes,buy_more,tax_saving,some,7803,Aggressive
58,40608,0,1,yes,hold,retirement,none,2561,Conservative
33,70635,2,5,no,hold,wealth_creation,none,16398,Conservative
29,46599,0,5,yes,sell,retirement,some,7614,Moderate
36,32535,0,5,yes,hold,retirement,none,9418,Moderate
42,45365,2,7,no,buy_more,child_education,some,13056,Moderate
47,61799,0,5,no,sell,retirement,some,15827,Conservative
54,28776,3,7,no,sell,retirement,some,3750,Conservative
29,23369,3,5,no,hold,child_education,experienced,2380,Aggressive
33,120178,3,10,yes,hold,child_education,none,23929,Aggressive
58,36713,0,7,no,buy_more,child_education,experienced,6817,Moderate
38,46082,0,2,no,sell,retirement,none,11607,Conservative
30,40986,3,10,yes,buy_more,tax_saving,experienced,8600,Aggressive
60,62732,1,10,yes,hold,short_term,none,12451,Moderate
38,108853,2,1,yes,buy_more,short_term,some,21143,Moderate
60,63638,3,7,no,hold,retirement,experienced,12808,Conservative
57,24753,0,10,no,hold,wealth_creation,none,7714,Moderate
57,26295,0,2,no,sell,wealth_creation,experienced,2662,Conservative
44,40964,2,15,yes,buy_more,short_term,some,2278,Aggressive
52,43446,1,5,no,sell,wealth_creation,some,5063,Conservative
59,22586,0,10,yes,sell,tax_saving,some,3231,Conservative
31,70877,1,15,no,sell,tax_saving,none,16565,Conservative
22,30066,2,20,no,buy_more,child_education,some,9103,Aggressive
33,95988,1,7,no,sell,child_education,none,25332,Conservative
46,111222,0,10,yes,hold,short_term,some,38870,Moderate
42,43839,2,3,yes,hold,retirement,some,2201,Moderate
24,59726,2,3,yes,buy_more,child_education,none,6392,Aggressive
43,28159,4,15,no,buy_more,retirement,none,2143,Moderate
27,64903,0,5,yes,hold,retirement,some,16165,Aggressive
41,39175,3,15,no,sell,wealth_creation,none,6976,Conservative
44,30053,2,1,yes,sell,short_term,some,4309,Conservative
46,43036,2,3,yes,sell,retirement,experienced,6188,Conservative
37,39751,0,2,yes,hold,wealth_creation,none,12636,Moderate
37,42348,0,7,yes,hold,retirement,some,3076,Aggressive
48,75158,1,2,yes,hold,tax_saving,experienced,10824,Moderate
50,34427,0,5,yes,hold,short_term,experienced,6884,Moderate
53,107018,0,20,yes,hold,tax_saving,none,18565,Aggressive
34,27003,4,10,no,sell,wealth_creation,experienced,6919,Moderate
37,101411,0,10,yes,buy_more,child_education,none,23552,Aggressive
34,31025,4,2,no,buy_more,wealth_creation,some,9001,Moderate
42,48998,1,5,no,hold,wealth_creation,none,14858,Conservative
26,39316,3,10,yes,hold,tax_saving,none,6683,Aggressive
38,41995,0,1,yes,buy_more,short_term,some,13010,Moderate
28,70305,2,5,yes,buy_more,short_term,none,16848,Aggressive
42,96270,1,20,yes,hold,retirement,some,29662,Aggressive
55,83762,4,2,yes,sell,child_education,none,15882,Conservative
60,40856,0,15,no,buy_more,wealth_creation,experienced,2356,Aggressive
38,53258,0,3,yes,hold,child_education,some,13175,Moderate
23,34477,4,3,no,hold,tax_saving,some,11715,Conservative
30,31376,0,3,no,sell,wealth_creation,none,10325,Conservative
25,29265,2,20,yes,buy_more,retirement,experienced,2798,Aggressive
51,40259,0,7,no,hold,wealth_creation,some,7925,Moderate
60,54848,0,10,yes,hold,wealth_creation,none,17103,Aggressive
43,20737,1,5,yes,hold,child_education,some,3628,Moderate
28,48008,1,15,no,hold,child_education,none,9863,Aggressive
21,96975,1,7,yes,hold,wealth_creation,none,33871,Aggressive
60,81215,1,7,yes,hold,child_education,none,15820,Moderate
33,37671,2,10,no,hold,child_education,some,4031,Moderate
25,26144,4,10,no,buy_more,child_education,none,1610,Aggressive
28,60290,0,10,yes,hold,wealth_creation,some,11359,Aggressive
31,17277,0,2,no,hold,retirement,none,3531,Conservative
47,80786,0,15,no,sell,child_education,none,26334,Conservative
56,44528,2,3,no,hold,tax_saving,none,12806,Conservative
32,111757,0,20,yes,sell,wealth_creation,some,7695,Aggressive
48,22535,2,5,no,hold,wealth_creation,none,6648,Conservative
23,74099,1,2,yes,hold,retirement,none,5250,Moderate
21,46853,2,3,yes,hold,retirement,none,2540,Aggressive
23,42235,3,7,yes,sell,wealth_creation,experienced,9042,Aggressive
57,26464,1,5,yes,hold,tax_saving,none,5529,Moderate
44,64092,1,15,yes,sell,tax_saving,none,9289,Moderate
53,66453,0,10,yes,hold,tax_saving,some,12504,Aggressive
21,109459,1,3,yes,sell,retirement,some,35695,Moderate
21,77158,0,7,no,buy_more,retirement,none,19514,Moderate
54,37524,3,10,yes,hold,wealth_creation,experienced,5730,Aggressive
25,31202,1,15,yes,buy_more,retirement,some,10302,Aggressive
27,26480,0,5,no,buy_more,child_education,some,2618,Aggressive
41,95125,0,20,yes,buy_more,wealth_creation,some,9755,Aggressive
45,34538,1,1,no,buy_more,wealth_creation,some,4141,Conservative
30,95425,3,10,yes,sell,tax_saving,none,11426,Moderate
38,62086,0,10,no,hold,tax_saving,experienced,4426,Aggressive
47,56866,0,5,yes,hold,retirement,none,8126,Aggressive
38,42698,1,1,yes,hold,short_term,some,9162,Moderate
36,65992,4,10,no,hold,retirement,none,7710,Moderate
23,48680,3,5,yes,hold,wealth_creation,some,3994,Aggressive
